player_id,player_name,total_playing_time
p200722,Anthony Walongwa,0 days 04:23:00.000000000
p119735,Jules Iloki,0 days 09:35:00.000000000
p115961,Adrien Thomasson,0 days 19:51:00.000000000
p42518,Alexander Kacaniklic,0 days 09:06:00.000000000
p229608,Amine Harit,1 days 11:14:00.000000000
p247693,Randal Kolo Muani,0 days 00:00:00.000000000
p158496,Abdoulaye Touré,0 days 05:54:00.000000000
p78638,Sérgio Oliveira,0 days 00:00:00.000000000
p218666,Alexis Alegue,0 days 00:39:00.000000000
p42586,Guillaume Gillet,1 days 17:38:00.000000000
p193539,Valentin Rongier,0 days 14:53:00.000000000
p103124,Emiliano Sala,1 days 04:45:00.000000000
p193409,Yacine Bammou,0 days 23:02:00.000000000
p108143,Mariusz Stepinski,0 days 18:07:00.000000000
p149695,Felipe Pardo,0 days 00:00:00.000000000
p85416,Prejuce Nakoulma,0 days 00:00:00.000000000
p83758,Kolbeinn Sigthorsson,0 days 03:50:00.000000000
p115357,Mouez Hassen,0 days 00:00:00.000000000
p27663,Simon Pouplin,0 days 00:00:00.000000000
p115851,Yoan Cardinale,1 days 16:15:00.000000000
p121709,Walter Benítez,0 days 00:40:00.000000000
p78275,Arnaud Souquet,0 days 17:22:00.000000000
p141109,Gautier Lloris,0 days 00:00:00.000000000
p37758,Paul Baysse,0 days 23:41:00.000000000
p232197,Patrick Burner,0 days 01:37:00.000000000
p61739,Maxime Le Marchand,0 days 03:11:00.000000000
p111931,Ricardo Pereira,1 days 05:50:00.000000000
p244560,Romain Perraud,0 days 00:00:00.000000000
p204727,Malang Sarr,1 days 13:33:00.000000000
p204120,Olivier Boscagli,0 days 00:45:00.000000000
p212752,Dalbert,1 days 02:46:00.000000000
p26894,Dante,1 days 08:50:00.000000000
p208560,Hicham Mahou,0 days 00:00:00.000000000
p37974,Mounir Obbadi,0 days 09:58:00.000000000
p66959,Younès Belhanda,1 days 07:25:00.000000000
p153649,Remi Walter,0 days 21:06:00.000000000
p170271,Jean Michael Seri,1 days 09:04:00.000000000
p245496,Bassem Srarfi,0 days 00:00:00.000000000
p133747,Albert Rafetraniaina,0 days 00:00:00.000000000
p91070,Valentin Eysseric,0 days 16:00:00.000000000
p115370,Bryan Constant,0 days 00:00:00.000000000
p233498,Vincent Marcel,0 days 01:23:00.000000000
p193417,Arnaud Lusamba,0 days 08:02:00.000000000
p110903,Alexy Bosetti,0 days 00:00:00.000000000
p151873,Wylan Cyprien,1 days 10:39:00.000000000
p194141,Vincent Koziello,0 days 14:16:00.000000000
p172841,Said Benrahma,0 days 00:00:00.000000000
p42493,Mario Balotelli,0 days 16:57:00.000000000
p83279,Mickael Le Bihan,0 days 00:00:00.000000000
p108168,Alassane Pléa,1 days 02:15:00.000000000
p204184,Anastasios Donis,0 days 02:51:00.000000000
p221626,Dorian Caddy,0 days 00:00:00.000000000
p213199,Remy Descamps,0 days 00:00:00.000000000
p84182,Alphonse Areola,1 days 18:07:00.000000000
p52482,Kevin Trapp,1 days 10:45:00.000000000
p21155,Salvatore Sirigu,0 days 00:00:00.000000000
p164474,Youssouf Sabaly,2 days 18:15:00.000000000
p51090,Thiago Silva,1 days 22:54:00.000000000
p129479,Presnel Kimpembe,1 days 12:10:00.000000000
p116406,Marquinhos,1 days 23:54:00.000000000
p93605,Thomas Meunier,1 days 02:30:00.000000000
p9809,Maxwell,1 days 08:41:00.000000000
p80226,Serge Aurier,1 days 16:57:00.000000000
p89068,Layvin Kurzawa,1 days 06:48:00.000000000
p102660,Kevin Rimane,0 days 00:00:00.000000000
p199663,Alec Georgen,0 days 00:00:00.000000000
p423151,Gaëtan Robail,0 days 00:00:00.000000000
p172984,Gustavo Hebling,0 days 00:00:00.000000000
p199672,Jonathan Ikone,0 days 02:42:00.000000000
p212950,Lorenzo Callegari,0 days 00:14:00.000000000
p73494,Grzegorz Krychowiak,1 days 01:34:00.000000000
p61170,Marco Verratti,1 days 10:18:00.000000000
p95715,Lucas Moura,2 days 04:01:00.000000000
p11527,Thiago Motta,1 days 21:50:00.000000000
p46497,Ángel Di María,1 days 18:03:00.000000000
p37971,Blaise Matuidi,1 days 18:14:00.000000000
p200826,Giovani Lo Celso,0 days 00:00:00.000000000
p18753,Hatem Ben Arfa,0 days 16:35:00.000000000
p92985,Julian Draxler,0 days 00:00:00.000000000
p213198,Christopher Nkunku,0 days 05:17:00.000000000
p120743,Adrien Rabiot,1 days 09:22:00.000000000
p54782,Javier Pastore,0 days 09:52:00.000000000
p225903,Antoine Bernede,0 days 00:00:00.000000000
p198523,Jean-Kévin Augustin,0 days 06:36:00.000000000
p93496,Jean-Christophe Bahebeck,0 days 00:00:00.000000000
p199670,Odsonne Edouard,0 days 19:03:00.000000000
p181284,Gonçalo Guedes,0 days 00:00:00.000000000
p93127,Jesé,0 days 12:06:00.000000000
p40720,Edinson Cavani,2 days 01:26:00.000000000
p42713,Benoit Costil,2 days 16:40:00.000000000
p79625,Abdoulaye Diallo,0 days 00:00:00.000000000
p28549,Rais M'bolhi,0 days 00:00:00.000000000
p167054,Edvinas Gertmonas,0 days 00:00:00.000000000
p247439,Romain Cagnon,0 days 00:00:00.000000000
p220646,Sega Coulibaly,0 days 00:00:00.000000000
p169019,Dimitri Kevin Cavaré,0 days 00:00:00.000000000
p111002,Mehdi Zeffane,0 days 01:14:00.000000000
p80357,Mexer,1 days 04:33:00.000000000
p106821,Pedro Mendes,1 days 13:57:00.000000000
p218705,Joris Gnagnon,1 days 02:39:00.000000000
p189791,Ramy Bensebaini,1 days 10:06:00.000000000
p84361,Ermir Lenjani,0 days 00:42:00.000000000
p6701,Sylvain Armand,0 days 03:36:00.000000000
p37776,Ludovic Baal,2 days 16:40:00.000000000
p189562,Afonso Figueiredo,0 days 00:00:00.000000000
p217992,Jeremy Gelin,0 days 00:00:00.000000000
p37938,Romain Danzé,2 days 11:43:00.000000000
p244754,Namakoro Diallo,0 days 00:00:00.000000000
p194299,Anthony Ribelin,0 days 00:00:00.000000000
p38438,Clément Chantôme,0 days 00:23:00.000000000
p39680,Gelson Fernandes,1 days 16:12:00.000000000
p106551,Sanjin Prcic,0 days 07:32:00.000000000
p244842,James Lea Siliki,0 days 00:00:00.000000000
p37962,Morgan Amalfitano,0 days 21:45:00.000000000
p55948,Benjamin André,2 days 14:57:00.000000000
p161472,Adrien Hunou,1 days 04:53:00.000000000
p215755,Denis Poha,0 days 00:00:00.000000000
p27669,Yoann Gourcuff,1 days 13:39:00.000000000
p217993,Nicolas Janvier,0 days 05:12:00.000000000
p221441,Sebastien Salles-Lamonge,0 days 00:00:00.000000000
p90255,Yacouba Sylla,0 days 21:05:00.000000000
p199734,Firmin Ndombe Mubele,0 days 00:00:00.000000000
p161034,Wesley Said,0 days 20:27:00.000000000
p42484,Giovanni Sio,1 days 17:42:00.000000000
p213401,Aldo Kalulu,0 days 01:53:00.000000000
p233497,Adama Diakhaby,0 days 08:26:00.000000000
p52317,Kermit Erasmus,0 days 09:57:00.000000000
p214042,Anthony Maisonnial,0 days 07:22:00.000000000
p38314,Stéphane Ruffier,3 days 05:51:00.000000000
p37990,Jessy Moulin,0 days 01:36:00.000000000
p240185,Alexis Guendouz,0 days 00:00:00.000000000
p245742,Mickael Nade,0 days 00:00:00.000000000
p115846,Jerrold Nyemeck,0 days 00:00:00.000000000
p58636,Kévin Théophile-Catherine,1 days 23:41:00.000000000
p112323,Pierre-Yves Polomat,0 days 14:00:00.000000000
p83577,Léo Lacroix,2 days 06:11:00.000000000
p45136,Cheikh M'Bengue,1 days 09:57:00.000000000
p79237,Florentin Pogba,1 days 06:20:00.000000000
p19670,Loic Perrin,1 days 23:47:00.000000000
p83340,Kevin Malcuit,2 days 00:17:00.000000000
p220074,Ronael Pierre Gabriel,1 days 02:50:00.000000000
p115845,Benjamin Karamoko,0 days 01:00:00.000000000
p245915,Kenny Rocha Santos,0 days 00:00:00.000000000
p241099,Rayan Souici,0 days 00:00:00.000000000
p85548,Vincent Pajot,2 days 03:11:00.000000000
p18635,Jérémy Clément,0 days 07:27:00.000000000
p83561,Bryan Dabo,1 days 05:19:00.000000000
p86446,Benjamin Corgnet,0 days 01:06:00.000000000
p43521,Henri Saivet,0 days 23:48:00.000000000
p173253,Habib Maïga,0 days 04:48:00.000000000
p96740,Jordan Veretout,2 days 16:49:00.000000000
p216584,Erin Pinheiro,0 days 00:00:00.000000000
p101494,Ole Selnaes,2 days 14:57:00.000000000
p43553,Fabien Lemoine,0 days 10:55:00.000000000
p235050,Arnaud Nordin,0 days 13:30:00.000000000
p67276,Romain Hamouma,1 days 13:47:00.000000000
p204150,Dylan Saint-Louis,0 days 02:46:00.000000000
p136377,Jorginho,0 days 00:00:00.000000000
p422089,Lamine Ghezali,0 days 00:00:00.000000000
p115382,Neal Maupay,0 days 00:00:00.000000000
p221717,Hamidou Keyta,0 days 00:00:00.000000000
p51525,Nolan Roux,1 days 21:57:00.000000000
p195883,Jonathan Bamba,0 days 00:00:00.000000000
p38261,Kévin Monnet-Paquet,2 days 07:41:00.000000000
p63100,Alexander Søderlund,0 days 20:48:00.000000000
p124182,Oussama Tannane,2 days 08:56:00.000000000
p55711,Robert Beric,1 days 00:55:00.000000000
p132197,Mauro Goicoechea,0 days 00:00:00.000000000
p74299,Marc Vidal,0 days 00:00:00.000000000
p204739,Alban Lafont,3 days 02:04:00.000000000
p217596,Kelvin Amian,0 days 18:15:00.000000000
p120773,Yrondu Musavu-King,0 days 14:09:00.000000000
p219924,Issa Diop,2 days 00:49:00.000000000
p114546,Christopher Jullien,2 days 11:55:00.000000000
p104359,Jean-Daniel Akpa Akpro,0 days 01:19:00.000000000
p145221,Issiaga Sylla,2 days 03:28:00.000000000
p229605,Clement Michelin,0 days 20:22:00.000000000
p118910,Uros Spajic,0 days 00:00:00.000000000
p105706,Steeve Yago,2 days 09:06:00.000000000
p49912,Dusan Veskovac,0 days 01:33:00.000000000
p50351,Pavle Ninkov,0 days 06:49:00.000000000
p100954,François Moubandje,2 days 11:55:00.000000000
p111678,Dominik Furman,0 days 00:00:00.000000000
p60163,Tongo Doumbia,0 days 02:03:00.000000000
p210415,Zinedine Machach,0 days 14:09:00.000000000
p219002,Dodi Lukebakio,0 days 00:00:00.000000000
p40721,Óscar Trejo,1 days 10:29:00.000000000
p6294,Pantxi Sirieix,0 days 01:14:00.000000000
p210462,Ibrahim Sangaré,0 days 10:51:00.000000000
p101779,Somália,1 days 20:43:00.000000000
p61704,Jimmy Durmaz,1 days 14:24:00.000000000
p194302,Yann Bodiger,1 days 11:27:00.000000000
p168434,Jessy Pi,0 days 05:29:00.000000000
p220494,Quentin Boisgard,0 days 00:00:00.000000000
p217597,Mathieu Cafaro,0 days 01:45:00.000000000
p201392,Alexis Blin,2 days 04:37:00.000000000
p93989,Aleksandar Pesic,0 days 00:00:00.000000000
p68690,Martin Braithwaite,2 days 14:06:00.000000000
p73965,Andy Delort,0 days 00:00:00.000000000
p52154,Ola Toivonen,1 days 17:12:00.000000000
p126177,Corentin Jean,0 days 06:33:00.000000000
p199670,Odsonne Edouard,0 days 19:03:00.000000000
p247117,Habib Oueslati,0 days 00:00:00.000000000
p221442,Matteo Petitgenet,0 days 00:00:00.000000000
p243742,Ronan Touzet,0 days 00:00:00.000000000
p101232,Jonas Pessalli,0 days 00:00:00.000000000
p44408,Ibrahima Diallo,0 days 00:00:00.000000000
p107613,Romain Saïss,0 days 00:00:00.000000000
p242165,Lucas Triki,0 days 00:00:00.000000000
p203025,Julien Benhaim,0 days 00:00:00.000000000
p95461,Thievy,1 days 00:58:00.000000000
p106272,Isaac Thelin,0 days 13:53:00.000000000
p242514,Christopher Operi,0 days 00:00:00.000000000
p50148,Johan Gastien,1 days 14:57:00.000000000
p110347,Quentin Bernard,1 days 06:38:00.000000000
p210207,Fousseni Diabaté,0 days 00:00:00.000000000
p219100,Alexis Mane,0 days 16:53:00.000000000
p235215,Victor Mouangue Kingue,0 days 00:00:00.000000000
p48603,Ronnie Schwartz,0 days 00:00:00.000000000
p232173,Clement Petrel,0 days 00:00:00.000000000
p245632,Olivier Lesueur,0 days 00:00:00.000000000
p247036,Ryad Habbas,0 days 00:00:00.000000000
p245633,Emmanuel Debordeaux,0 days 00:00:00.000000000
p61529,Ryan Mendes,0 days 07:36:00.000000000
p31878,Renato Civelli,1 days 17:52:00.000000000
p202675,Benjamin Pavard,0 days 00:00:00.000000000
p128198,Sofiane Boufal,0 days 00:00:00.000000000
p234518,Alexandre Lavenant,0 days 00:00:00.000000000
p131259,Moryke Fofana,0 days 08:39:00.000000000
p144660,Didier Ndong,0 days 06:15:00.000000000
p213400,Maxime D'Arpino,0 days 00:00:00.000000000
p56674,Gueida Fofana,0 days 00:00:00.000000000
p199667,Timothe Cognat,0 days 00:00:00.000000000
p185353,Eirik Haugan,0 days 00:00:00.000000000
p20468,Lass Diarra,1 days 03:36:00.000000000
p221455,Julien Da Costa,0 days 00:00:00.000000000
p86140,Romain Alessandrini,0 days 03:46:00.000000000
p168566,Georges-Kévin Nkoudou,0 days 00:00:00.000000000
p240286,Moussa Seydi,0 days 00:48:00.000000000
p119704,Fadil Sido,0 days 00:00:00.000000000
p230178,Popoola Saliu,0 days 00:00:00.000000000
p115084,Kwame Nsor,0 days 00:00:00.000000000
p168435,Marcel Tisserand,0 days 06:20:00.000000000
p18693,Vágner Love,0 days 00:00:00.000000000
p166324,Ivan Cavaleiro,0 days 05:19:00.000000000
p18679,Anthony Vanden Borre,1 days 05:58:00.000000000
p93835,Dylan Gissi,0 days 00:00:00.000000000
p171101,Clément Lenglet,2 days 08:49:00.000000000
p175598,Romain Bauchet,0 days 00:00:00.000000000
p148616,Fernando Aristeguieta,0 days 01:49:00.000000000
p76507,Nicolaj Thomsen,0 days 15:46:00.000000000
p16106,Lorik Cana,0 days 00:00:00.000000000
p146603,Julien Vercauteren,0 days 00:00:00.000000000
p244563,Joakim Balmy,0 days 00:00:00.000000000
p244561,William Suaut,0 days 00:00:00.000000000
p115363,Lucas Rougeaux,0 days 00:00:00.000000000
p56842,Kevin Gomis,0 days 00:00:00.000000000
p129497,Hervin Ongenda,0 days 00:00:00.000000000
p225897,Fode Ballo-Toure,0 days 00:00:00.000000000
p41270,David Luiz,0 days 10:37:00.000000000
p80710,Benjamin Stambouli,0 days 00:00:00.000000000
p49957,Kamil Grosicki,1 days 06:52:00.000000000
p55250,Christian Brüls,0 days 00:00:00.000000000
p54685,Mouhamadou Habib Habibou,0 days 00:00:00.000000000
p111516,Pedro Henrique,0 days 08:31:00.000000000
p90126,Paul-Georges Ntep,1 days 10:07:00.000000000
p107098,Paul Nardi,0 days 00:00:00.000000000
p40832,Anthony Mounier,0 days 00:00:00.000000000
p244204,Benjamin Aulagnier,0 days 00:00:00.000000000
p229921,Clement Cabaton,0 days 00:00:00.000000000
p55134,Yohan Mollo,0 days 00:00:00.000000000
p243743,Quentin Depehi,0 days 00:51:00.000000000
p199669,Maxime Pelican,0 days 00:00:00.000000000
